category,turns,expect
v45_contexto_velluto_codigo_suelto,ola buen dia || manejas veluto? || 429,"{""scope"": ""all"", ""must_contain_all"": [""429""], ""must_contain_any"": [""velluto"", ""tabaco"", ""color"", ""tono"", ""stock"", ""precio"", ""manej"", ""si"", ""sí""]}"
v45_listas_humanas_raras,"hola || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas tardes || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buen dia || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"ola buen dia || pedido velluto || 55 2
60 4
429 1","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,holaa || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas tardes || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"holaa || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,buen dia || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"disculpa || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"disculpa || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,buenas tardes || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenos dias || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,buenos dias || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"holaa || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,hola buenas || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"holaa || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"oye una pregunta || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"oye una pregunta || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenos dias || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,ola buen dia || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,buenas tardes || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,buenas || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,buenas tardes || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas tardes || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenos dias || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"ola buen dia || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas tardes || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"holaa || pedido velluto || 55 2
60 4
429 1","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola buenas || pedido velluto || 55 2
60 4
429 1","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"holaa || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"ola buen dia || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"disculpa || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenos dias || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola || pedido velluto || 55 2
60 4
429 1","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola buenas || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"ola buen dia || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"ola buen dia || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas tardes || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,hola buenas || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola buenas || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"oye una pregunta || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"holaa || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenos dias || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas tardes || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola buenas || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,buenas || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenos dias || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buen dia || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"holaa || pedido velluto || 55 2
60 4
429 1","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,disculpa || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"oye una pregunta || pedido velluto || 55 2
60 4
429 1","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"ola buen dia || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"holaa || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buen dia || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"oye una pregunta || de velluto || dos del 55, cuatro del 60 y uno del 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola buenas || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"holaa || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"hola buenas || pedido velluto || 55 2
60 4
429 1","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas tardes || quiero velluto || 2 55, 4 60 y 1 429","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,buenas tardes || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenos dias || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,hola buenas || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas tardes || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,buenas || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,hola || velluto porfa || 55x2 60x4 429x1,"{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buenas || pedido velluto || 55 2
60 4
429 1","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}, {""codigo"": ""429"", ""cantidad"": 1}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"buen dia || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"holaa || quiero cotizar || blanco y negro, 2 y 4, de velluto","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 4}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
v45_listas_humanas_raras,"oye una pregunta || le paso lista || 55
60
429 || todos x2","{""scope"": ""all"", ""expected_items"": [{""codigo"": ""55"", ""cantidad"": 2}, {""codigo"": ""60"", ""cantidad"": 2}, {""codigo"": ""429"", ""cantidad"": 2}], ""must_contain_any"": [""velluto"", ""cotiz"", ""agrego"", ""pedido"", ""total""]}"
