category,turns,expect
v53_foto_tono_no_pedido_largo,buen dia disculpa || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 101?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || tendras por ahi koton milk? || me podrías mandar catálogo por favor? || cómo se ve el 01?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || de pura casualidad manejas velluto? || me podrías mandar catálogo por favor? || me muestras el 429, 56, 550?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || no tendrás konfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 99?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || manejara el comfy plus? || me podrías mandar catálogo por favor? || quiero ver el 247 antes de pedir","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 1, 99, 132?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || tendras por ahi cotton milk? || me podrías mandar catálogo por favor? || cómo se ve el 99?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || de pura casualidad manejas belluto? || me podrías mandar catálogo por favor? || me muestras el 550?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || no tendrás comfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 01, 99, 104?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || manejara el komfi plus? || me podrías mandar catálogo por favor? || quiero ver el 104 antes de pedir,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 99?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || tendras por ahi kotton milk? || me podrías mandar catálogo por favor? || cómo se ve el 01, 99, 87?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || de pura casualidad manejas veluto? || me podrías mandar catálogo por favor? || me muestras el 56?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || no tendrás komfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 99?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || manejara el komfy plus? || me podrías mandar catálogo por favor? || quiero ver el 99, 104, 247 antes de pedir","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 132?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || tendras por ahi koton milk? || me podrías mandar catálogo por favor? || cómo se ve el 56?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || de pura casualidad manejas velluto? || me podrías mandar catálogo por favor? || me muestras el 429, 56, 550?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || no tendrás komfi mini? || me podrías mandar catálogo por favor? || me mandas foto del 99?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || manejara el comfy plus? || me podrías mandar catálogo por favor? || quiero ver el 247 antes de pedir,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 1, 99, 132?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || tendras por ahi cotton milk? || me podrías mandar catálogo por favor? || cómo se ve el 01?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || de pura casualidad manejas belluto? || me podrías mandar catálogo por favor? || me muestras el 60?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || no tendrás konfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 01, 99, 104?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || manejara el komfi plus? || me podrías mandar catálogo por favor? || quiero ver el 104 antes de pedir,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 1?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || tendras por ahi kotton milk? || me podrías mandar catálogo por favor? || cómo se ve el 01, 99, 87?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || de pura casualidad manejas veluto? || me podrías mandar catálogo por favor? || me muestras el 416?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || no tendrás comfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 99?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || manejara el komfy plus? || me podrías mandar catálogo por favor? || quiero ver el 99, 104, 247 antes de pedir","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 99?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || tendras por ahi koton milk? || me podrías mandar catálogo por favor? || cómo se ve el 87?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || de pura casualidad manejas velluto? || me podrías mandar catálogo por favor? || me muestras el 429, 56, 550?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || no tendrás komfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 99?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || manejara el comfy plus? || me podrías mandar catálogo por favor? || quiero ver el 247 antes de pedir","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 1, 99, 132?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || tendras por ahi cotton milk? || me podrías mandar catálogo por favor? || cómo se ve el 56?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || de pura casualidad manejas belluto? || me podrías mandar catálogo por favor? || me muestras el 550?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || no tendrás komfi mini? || me podrías mandar catálogo por favor? || me mandas foto del 01, 99, 104?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || manejara el komfi plus? || me podrías mandar catálogo por favor? || quiero ver el 104 antes de pedir,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 101?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || tendras por ahi kotton milk? || me podrías mandar catálogo por favor? || cómo se ve el 01, 99, 87?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || de pura casualidad manejas veluto? || me podrías mandar catálogo por favor? || me muestras el 56?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || no tendrás konfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 99?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || manejara el komfy plus? || me podrías mandar catálogo por favor? || quiero ver el 99, 104, 247 antes de pedir","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 1?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || tendras por ahi koton milk? || me podrías mandar catálogo por favor? || cómo se ve el 99?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || de pura casualidad manejas velluto? || me podrías mandar catálogo por favor? || me muestras el 429, 56, 550?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || no tendrás comfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 99?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || manejara el comfy plus? || me podrías mandar catálogo por favor? || quiero ver el 247 antes de pedir,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 1, 99, 132?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || tendras por ahi cotton milk? || me podrías mandar catálogo por favor? || cómo se ve el 87?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || de pura casualidad manejas belluto? || me podrías mandar catálogo por favor? || me muestras el 60?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || no tendrás komfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 01, 99, 104?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || manejara el komfi plus? || me podrías mandar catálogo por favor? || quiero ver el 104 antes de pedir,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 132?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || tendras por ahi kotton milk? || me podrías mandar catálogo por favor? || cómo se ve el 01, 99, 87?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || de pura casualidad manejas veluto? || me podrías mandar catálogo por favor? || me muestras el 416?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || no tendrás komfi mini? || me podrías mandar catálogo por favor? || me mandas foto del 99?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || manejara el komfy plus? || me podrías mandar catálogo por favor? || quiero ver el 99, 104, 247 antes de pedir","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 101?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || tendras por ahi koton milk? || me podrías mandar catálogo por favor? || cómo se ve el 01?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || de pura casualidad manejas velluto? || me podrías mandar catálogo por favor? || me muestras el 429, 56, 550?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || no tendrás konfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 99?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || manejara el comfy plus? || me podrías mandar catálogo por favor? || quiero ver el 247 antes de pedir","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 1, 99, 132?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || tendras por ahi cotton milk? || me podrías mandar catálogo por favor? || cómo se ve el 99?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,holaa || de pura casualidad manejas belluto? || me podrías mandar catálogo por favor? || me muestras el 550?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"oye una pregunta || no tendrás comfy mini? || me podrías mandar catálogo por favor? || me mandas foto del 01, 99, 104?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,qué tal buen día || manejara el komfi plus? || me podrías mandar catálogo por favor? || quiero ver el 104 antes de pedir,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola, perdón la molestia || vendes kurumi? || me podrías mandar catálogo por favor? || tienes imagen del 99?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,"hola buenas tardes || tendras por ahi kotton milk? || me podrías mandar catálogo por favor? || cómo se ve el 01, 99, 87?","{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
v53_foto_tono_no_pedido_largo,buen dia disculpa || de pura casualidad manejas veluto? || me podrías mandar catálogo por favor? || me muestras el 56?,"{""must_contain_any"": [""foto"", ""imagen"", ""tono"", ""color"", ""recurso"", ""Velluto"", ""Komfy"", ""Kurumi"", ""Kotton""], ""expected_no_pedidos"": true, ""must_not_contain_any"": [""le agrego"", ""Total agregado""]}"
