case_id,category,turns,expect
00130_v42_variaciones_dificiles_generadas_el_primero_5_y_el_segundo_2,v42_variaciones_dificiles_generadas,"oye || quiero confi mini || 1
99 || el primero 5 y el segundo 2","{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00131_v42_variaciones_dificiles_generadas_no_es_cp,v42_variaciones_dificiles_generadas,"hola || cotizame 1 velluto codigo 55, y 3 codigo 60 || no es cp","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""60"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00132_v42_variaciones_dificiles_generadas_si_no_hay_me_avisas,v42_variaciones_dificiles_generadas,buen dia || belluto: 60-2; 429-4 || si no hay me avisas,"{""scope"": ""all"", ""must_contain_any"": [""belluto"", ""60"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00133_v42_variaciones_dificiles_generadas_veluto_55_tres_y_429_cinco,v42_variaciones_dificiles_generadas,hola || veluto 55 tres y 429 cinco,"{""scope"": ""all"", ""must_contain_any"": [""veluto"", ""55"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00134_v42_variaciones_dificiles_generadas_y_uno_del_99_tambien,v42_variaciones_dificiles_generadas,buenas || me pones cuatro del 01 || y uno del 99 tambien,"{""scope"": ""all"", ""must_contain_any"": [""komfy"", ""01"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00135_v42_variaciones_dificiles_generadas_mas_un_relleno_si_tienes,v42_variaciones_dificiles_generadas,pedido || 1x5 99x2 de confi mini || mas un relleno si tienes,"{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00136_v42_variaciones_dificiles_generadas_el_primero_1_y_el_segundo_3,v42_variaciones_dificiles_generadas,"oye || quiero velluto || 55
60 || el primero 1 y el segundo 3","{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""60"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00137_v42_variaciones_dificiles_generadas_no_es_cp,v42_variaciones_dificiles_generadas,"hola || cotizame 2 belluto codigo 60, y 4 codigo 429 || no es cp","{""scope"": ""all"", ""must_contain_any"": [""belluto"", ""60"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00138_v42_variaciones_dificiles_generadas_si_no_hay_me_avisas,v42_variaciones_dificiles_generadas,buen dia || veluto: 55-3; 429-5 || si no hay me avisas,"{""scope"": ""all"", ""must_contain_any"": [""veluto"", ""55"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00139_v42_variaciones_dificiles_generadas_komfy_mini_01_cuatro_y_99_uno,v42_variaciones_dificiles_generadas,hola || komfy mini 01 cuatro y 99 uno,"{""scope"": ""all"", ""must_contain_any"": [""komfy"", ""01"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00140_v42_variaciones_dificiles_generadas_y_dos_del_99_tambien,v42_variaciones_dificiles_generadas,buenas || me pones cinco del 1 || y dos del 99 tambien,"{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00141_v42_variaciones_dificiles_generadas_mas_un_relleno_si_tienes,v42_variaciones_dificiles_generadas,pedido || 55x1 60x3 de velluto || mas un relleno si tienes,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""60"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00142_v42_variaciones_dificiles_generadas_el_primero_2_y_el_segundo_4,v42_variaciones_dificiles_generadas,"oye || quiero belluto || 60
429 || el primero 2 y el segundo 4","{""scope"": ""all"", ""must_contain_any"": [""belluto"", ""60"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00143_v42_variaciones_dificiles_generadas_no_es_cp,v42_variaciones_dificiles_generadas,"hola || cotizame 3 veluto codigo 55, y 5 codigo 429 || no es cp","{""scope"": ""all"", ""must_contain_any"": [""veluto"", ""55"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00144_v42_variaciones_dificiles_generadas_si_no_hay_me_avisas,v42_variaciones_dificiles_generadas,buen dia || komfy mini: 01-4; 99-1 || si no hay me avisas,"{""scope"": ""all"", ""must_contain_any"": [""komfy"", ""01"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00145_v42_variaciones_dificiles_generadas_confi_mini_1_cinco_y_99_dos,v42_variaciones_dificiles_generadas,hola || confi mini 1 cinco y 99 dos,"{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00146_v42_variaciones_dificiles_generadas_y_tres_del_60_tambien,v42_variaciones_dificiles_generadas,buenas || me pones uno del 55 || y tres del 60 tambien,"{""scope"": ""all"", ""must_contain_any"": [""velluto"", ""55"", ""60"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00147_v42_variaciones_dificiles_generadas_mas_un_relleno_si_tienes,v42_variaciones_dificiles_generadas,pedido || 60x2 429x4 de belluto || mas un relleno si tienes,"{""scope"": ""all"", ""must_contain_any"": [""belluto"", ""60"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00148_v42_variaciones_dificiles_generadas_el_primero_3_y_el_segundo_5,v42_variaciones_dificiles_generadas,"oye || quiero veluto || 55
429 || el primero 3 y el segundo 5","{""scope"": ""all"", ""must_contain_any"": [""veluto"", ""55"", ""429"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00149_v42_variaciones_dificiles_generadas_no_es_cp,v42_variaciones_dificiles_generadas,"hola || cotizame 4 komfy mini codigo 01, y 1 codigo 99 || no es cp","{""scope"": ""all"", ""must_contain_any"": [""komfy"", ""01"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
00150_v42_variaciones_dificiles_generadas_si_no_hay_me_avisas,v42_variaciones_dificiles_generadas,buen dia || confi mini: 1-5; 99-2 || si no hay me avisas,"{""scope"": ""all"", ""must_contain_any"": [""confi"", ""1"", ""99"", ""cotiz"", ""agrego"", ""revis""], ""must_not_contain_any"": [""Pregunta x1"", ""codigo no es cp x1""]}"
